PATH,TYPE,VALUE,MTIME
/AppEvents/EventLabels/Open/DispFileName,SZ,@mmsys.cpl%2C-5839,
/AppEvents/EventLabels/PrintComplete,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/PrintComplete/,SZ,Print Complete,
/AppEvents/EventLabels/PrintComplete/DispFileName,SZ,@mmsys.cpl%2C-5840,
/AppEvents/EventLabels/RestoreDown,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/RestoreDown/,SZ,Restore Down,
/AppEvents/EventLabels/RestoreDown/DispFileName,SZ,@mmsys.cpl%2C-5841,
/AppEvents/EventLabels/RestoreUp,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/RestoreUp/,SZ,Restore Up,
/AppEvents/EventLabels/RestoreUp/DispFileName,SZ,@mmsys.cpl%2C-5842,
/AppEvents/EventLabels/SystemAsterisk,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemAsterisk/,SZ,Asterisk,
/AppEvents/EventLabels/SystemAsterisk/DispFileName,SZ,@mmsys.cpl%2C-5843,
/AppEvents/EventLabels/SystemExclamation,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemExclamation/,SZ,Exclamation,
/AppEvents/EventLabels/SystemExclamation/DispFileName,SZ,@mmsys.cpl%2C-5845,
/AppEvents/EventLabels/SystemExit,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemExit/,SZ,Exit Windows,
/AppEvents/EventLabels/SystemExit/DispFileName,SZ,@mmsys.cpl%2C-5846,
/AppEvents/EventLabels/SystemHand,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemHand/,SZ,Critical Stop,
/AppEvents/EventLabels/SystemHand/DispFileName,SZ,@mmsys.cpl%2C-5847,
/AppEvents/EventLabels/SystemNotification,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemNotification/,SZ,System Notification,
/AppEvents/EventLabels/SystemNotification/DispFileName,SZ,@mmsys.cpl%2C-5848,
/AppEvents/EventLabels/SystemQuestion,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemQuestion/,SZ,Question,
/AppEvents/EventLabels/SystemQuestion/DispFileName,SZ,@mmsys.cpl%2C-5849,
/AppEvents/EventLabels/SystemStart,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/SystemStart/,SZ,Start Windows,
/AppEvents/EventLabels/SystemStart/DispFileName,SZ,@mmsys.cpl%2C-5850,
/AppEvents/EventLabels/WindowsLogoff,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/WindowsLogoff/,SZ,Windows Logoff,
/AppEvents/EventLabels/WindowsLogoff/DispFileName,SZ,@mmsys.cpl%2C-5852,
/AppEvents/EventLabels/WindowsLogon,KEY,,2004-08-19 17:01:55
/AppEvents/EventLabels/WindowsLogon/,SZ,Windows Logon,
/AppEvents/EventLabels/WindowsLogon/DispFileName,SZ,@mmsys.cpl%2C-5853,
/AppEvents/Schemes,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/,SZ,.Default,
/AppEvents/Schemes/Apps,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/,SZ,Windows,
/AppEvents/Schemes/Apps/.Default/DispFileName,SZ,@mmsys.cpl%2C-5856,
/AppEvents/Schemes/Apps/.Default/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/.Default/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/.Default/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Ding.wav,
/AppEvents/Schemes/Apps/.Default/.Default/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/.Default/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Ding.wav,
/AppEvents/Schemes/Apps/.Default/AppGPFault,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/AppGPFault/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/AppGPFault/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/AppGPFault/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/AppGPFault/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Close,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Close/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Close/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Close/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Close/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/CriticalBatteryAlarm,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/CriticalBatteryAlarm/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/CriticalBatteryAlarm/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Battery Critical.wav,
/AppEvents/Schemes/Apps/.Default/CriticalBatteryAlarm/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/CriticalBatteryAlarm/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Battery Critical.wav,
/AppEvents/Schemes/Apps/.Default/DeviceConnect,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceConnect/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceConnect/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Hardware Insert.wav,
/AppEvents/Schemes/Apps/.Default/DeviceConnect/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceConnect/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Hardware Insert.wav,
/AppEvents/Schemes/Apps/.Default/DeviceDisconnect,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceDisconnect/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceDisconnect/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Hardware Remove.wav,
/AppEvents/Schemes/Apps/.Default/DeviceDisconnect/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceDisconnect/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Hardware Remove.wav,
/AppEvents/Schemes/Apps/.Default/DeviceFail,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceFail/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceFail/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Hardware Fail.wav,
/AppEvents/Schemes/Apps/.Default/DeviceFail/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/DeviceFail/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Hardware Fail.wav,
/AppEvents/Schemes/Apps/.Default/LowBatteryAlarm,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/LowBatteryAlarm/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/LowBatteryAlarm/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Battery Low.wav,
/AppEvents/Schemes/Apps/.Default/LowBatteryAlarm/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/LowBatteryAlarm/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Battery Low.wav,
/AppEvents/Schemes/Apps/.Default/MailBeep,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MailBeep/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MailBeep/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Notify.wav,
/AppEvents/Schemes/Apps/.Default/MailBeep/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MailBeep/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Notify.wav,
/AppEvents/Schemes/Apps/.Default/Maximize,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Maximize/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Maximize/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Maximize/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Maximize/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/MenuCommand,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MenuCommand/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MenuCommand/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/MenuCommand/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MenuCommand/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/MenuPopup,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MenuPopup/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MenuPopup/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/MenuPopup/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/MenuPopup/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Minimize,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Minimize/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Minimize/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Minimize/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Minimize/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Open,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Open/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Open/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/Open/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/Open/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/PrintComplete,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/PrintComplete/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/PrintComplete/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/PrintComplete/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/PrintComplete/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/RestoreDown,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/RestoreDown/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/RestoreDown/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/RestoreDown/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/RestoreDown/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/RestoreUp,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/RestoreUp/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/RestoreUp/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/RestoreUp/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/RestoreUp/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/SystemAsterisk,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemAsterisk/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemAsterisk/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Error.wav,
/AppEvents/Schemes/Apps/.Default/SystemAsterisk/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemAsterisk/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Error.wav,
/AppEvents/Schemes/Apps/.Default/SystemExclamation,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemExclamation/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemExclamation/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Exclamation.wav,
/AppEvents/Schemes/Apps/.Default/SystemExclamation/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemExclamation/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Exclamation.wav,
/AppEvents/Schemes/Apps/.Default/SystemExit,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemExit/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemExit/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Shutdown.wav,
/AppEvents/Schemes/Apps/.Default/SystemExit/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemExit/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Shutdown.wav,
/AppEvents/Schemes/Apps/.Default/SystemHand,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemHand/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemHand/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Critical Stop.wav,
/AppEvents/Schemes/Apps/.Default/SystemHand/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemHand/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Critical Stop.wav,
/AppEvents/Schemes/Apps/.Default/SystemNotification,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemNotification/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemNotification/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Balloon.wav,
/AppEvents/Schemes/Apps/.Default/SystemNotification/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemNotification/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Balloon.wav,
/AppEvents/Schemes/Apps/.Default/SystemQuestion,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemQuestion/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemQuestion/.Current/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/SystemQuestion/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemQuestion/.Default/,EXPAND_SZ,,
/AppEvents/Schemes/Apps/.Default/SystemStart,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemStart/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemStart/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Startup.wav,
/AppEvents/Schemes/Apps/.Default/SystemStart/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/SystemStart/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Startup.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogoff,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logoff Sound.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logoff Sound.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogon,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logon Sound.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logon Sound.wav,
/AppEvents/Schemes/Apps/Conf,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/,SZ,NetMeeting,
/AppEvents/Schemes/Apps/Conf/Person Joins,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Person Joins/.Current,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Person Joins/.Current/,SZ,C:\Program Files\NetMeeting\Blip.wav,
/AppEvents/Schemes/Apps/Conf/Person Leaves,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Person Leaves/.Current,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Person Leaves/.Current/,SZ,C:\Program Files\NetMeeting\Blip.wav,
/AppEvents/Schemes/Apps/Conf/Receive Call,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Receive Call/.Current,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Receive Call/.Current/,SZ,C:\WINDOWS\Media\RingIn.wav,
/AppEvents/Schemes/Apps/Conf/Receive Request to Join,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Receive Request to Join/.Current,KEY,,2004-08-19 22:31:52
/AppEvents/Schemes/Apps/Conf/Receive Request to Join/.Current/,SZ,C:\WINDOWS\Media\RingIn.wav,
/AppEvents/Schemes/Apps/Explorer,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/,SZ,Windows Explorer,
/AppEvents/Schemes/Apps/Explorer/DispFileName,SZ,@mmsys.cpl%2C-5854,
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Recycle.wav,
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Recycle.wav,
/AppEvents/Schemes/Apps/Explorer/Navigating,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/Navigating/.Current,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/Navigating/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Start.wav,
/AppEvents/Schemes/Apps/Explorer/Navigating/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Apps/Explorer/Navigating/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Start.wav,
/AppEvents/Schemes/Names,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Names/.Default,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Names/.Default/,SZ,Windows Default,
/AppEvents/Schemes/Names/.None,KEY,,2004-08-19 17:01:55
/AppEvents/Schemes/Names/.None/,SZ,No Sounds,
/Console,KEY,,2004-08-19 17:01:55
/Console/ColorTable00,DWORD,0x00000000,
/Console/ColorTable01,DWORD,0x00800000,
/Console/ColorTable02,DWORD,0x00008000,
/Console/ColorTable03,DWORD,0x00808000,
/Console/ColorTable04,DWORD,0x00000080,
/Console/ColorTable05,DWORD,0x00800080,
/Console/ColorTable06,DWORD,0x00008080,
/Console/ColorTable07,DWORD,0x00C0C0C0,
/Console/ColorTable08,DWORD,0x00808080,
/Console/ColorTable09,DWORD,0x00FF0000,
/Console/ColorTable10,DWORD,0x0000FF00,
/Console/ColorTable11,DWORD,0x00FFFF00,
/Console/ColorTable12,DWORD,0x000000FF,
/Console/ColorTable13,DWORD,0x00FF00FF,
/Console/ColorTable14,DWORD,0x0000FFFF,
/Console/ColorTable15,DWORD,0x00FFFFFF,
/Console/CursorSize,DWORD,0x00000019,
/Console/FaceName,SZ,,
/Console/FontFamily,DWORD,0x00000000,
/Console/FontSize,DWORD,0x00000000,
/Console/FontWeight,DWORD,0x00000000,
/Console/FullScreen,DWORD,0x00000000,
/Console/HistoryBufferSize,DWORD,0x00000032,
/Console/InsertMode,DWORD,0x00000001,
/Console/LoadConIme,DWORD,0x00000001,
/Console/NumberOfHistoryBuffers,DWORD,0x00000004,
/Console/PopupColors,DWORD,0x000000F5,
/Console/QuickEdit,DWORD,0x00000000,
/Console/ScreenBufferSize,DWORD,0x012C0050,
/Console/ScreenColors,DWORD,0x00000007,
/Console/WindowSize,DWORD,0x00190050,
/Control Panel,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/Blind Access,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/Blind Access/On,SZ,0,
/Control Panel/Accessibility/HighContrast,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/HighContrast/Flags,SZ,126,
/Control Panel/Accessibility/HighContrast/High Contrast Scheme,SZ,High Contrast Black (large),
/Control Panel/Accessibility/Keyboard Preference,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/Keyboard Preference/On,SZ,0,
/Control Panel/Accessibility/Keyboard Response,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/Keyboard Response/AutoRepeatDelay,SZ,1000,
/Control Panel/Accessibility/Keyboard Response/AutoRepeatRate,SZ,500,
/Control Panel/Accessibility/Keyboard Response/BounceTime,SZ,0,
/Control Panel/Accessibility/Keyboard Response/DelayBeforeAcceptance,SZ,1000,
/Control Panel/Accessibility/Keyboard Response/Flags,SZ,126,
/Control Panel/Accessibility/MouseKeys,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/MouseKeys/Flags,SZ,62,
/Control Panel/Accessibility/MouseKeys/MaximumSpeed,SZ,80,
/Control Panel/Accessibility/MouseKeys/TimeToMaximumSpeed,SZ,3000,
/Control Panel/Accessibility/ShowSounds,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/ShowSounds/On,SZ,0,
/Control Panel/Accessibility/SoundSentry,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/SoundSentry/Flags,SZ,2,
/Control Panel/Accessibility/SoundSentry/FSTextEffect,SZ,0,
/Control Panel/Accessibility/SoundSentry/WindowsEffect,SZ,1,
/Control Panel/Accessibility/StickyKeys,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/StickyKeys/Flags,SZ,510,
/Control Panel/Accessibility/TimeOut,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/TimeOut/Flags,SZ,2,
/Control Panel/Accessibility/TimeOut/TimeToWait,SZ,300000,
/Control Panel/Accessibility/ToggleKeys,KEY,,2004-08-19 17:01:55
/Control Panel/Accessibility/ToggleKeys/Flags,SZ,62,
/Control Panel/Appearance,KEY,,2004-08-19 17:01:55
/Control Panel/Appearance/Current,SZ,Windows Standard,
/Control Panel/Appearance/Schemes,KEY,,2004-08-19 17:01:55
